,title,premium_level_id,is_premium,category
81,happy asian man with daughter and dog in the park,3,True,[]
82,Black dog eats a bowl of wet dog food,3,True,"{'id': 1, 'name': 'Animals'}"
83,Senior couple walking in sunny autumn park with cute dog,3,True,"{'id': 643, 'name': 'Lifestyle'}"
84,Girl playing with a brown English cocker spaniel dog,3,True,[]
85,Prairy Dogs,3,True,[]
86,"Broholmer dog breed puppy lying on the ground and playing with a toy, Italy",4,True,"{'id': 1043, 'name': 'Travel'}"
87,A dog on the leash sitting on the street,3,True,"{'id': 695, 'name': 'People'}"
88,From above side view of crop unrecognizable female against purebred dog with tongue out lying on floor in house,3,True,[]
89,Woman relaxing at home with her dogs,3,True,[]
90,Roaring dog inside a cardboard box painted with a leopard,4,True,"{'id': 643, 'name': 'Lifestyle'}"
91,White dog wrapped in a striped towel indoors after a bath,3,True,[]
92,Dog recieving medicine,3,True,[]
93,"Adorable dog shows off his santa cap, Portland, Maine",4,True,"{'id': 596, 'name': 'Landscapes'}"
94,Pretty Girl and her dog bonding at home ,3,True,[]
95,A woman and her dog in a living room,3,True,[]
96,A dog on the beach asks politely for a treat,3,True,"{'id': 633, 'name': 'Beaches'}"
97,Brown and white Bordoodle dog playfully running on empty beach looking at camera,3,True,"{'id': 1, 'name': 'Animals'}"
98,Goldendoodle standing in water in creek,3,True,"{'id': 1, 'name': 'Animals'}"
99,A woman walks her dogs out the front door to her home.,3,True,[]
0,Portrait of a goldendoodle dog dressed as a ghost sitting amongst pumpkins at Halloween,3,True,"{'id': 1, 'name': 'Animals'}"
1,woman and dog in bed,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
2,Guy caressing Pomeranian dog in countryside,3,True,"{'id': 695, 'name': 'People'}"
3,Beautiful woman playing with her dog on the bed,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
4,Woman spending time with her small black dog indoors,3,True,[]
5,Dog sitting next to baby boy on the bed,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
6,A dog on the leash sitting on the street,3,True,"{'id': 695, 'name': 'People'}"
7,Glad woman and dog outside summerhouse,3,True,"{'id': 617, 'name': 'Summer'}"
8,puppy dog playing at home,3,True,[]
9,Happy woman with dogs sitting at table in garden,4,True,"{'id': 643, 'name': 'Lifestyle'}"
10,sad dog on carpet,3,True,"{'id': 544, 'name': 'Carpets and Bedding'}"
11,"Rear view of Brown Spaniel dog sitting in a field.,Dog training school",3,True,[]
12,Hiking with a dog,3,True,[]
13,Woman walks through wildflowers with two dogs,3,True,"{'id': 572, 'name': 'Fields'}"
14,Person with dog on walk in city.,3,True,[]
15,A beautiful woman has fun with her dog in autumn,3,True,"{'id': 615, 'name': 'Fall'}"
16,border collie dog on a bean bag,3,True,"{'id': 1, 'name': 'Animals'}"
17,Puggle puppy looking up,3,True,"{'id': 1, 'name': 'Animals'}"
18,woman kisses her dog to nose,3,True,"{'id': 629, 'name': 'Piers'}"
19,Hen followed by a dog,3,True,[]
20,Girl hiding behind a table with her dog,3,True,[]
21,golden retriever ear rub,3,True,[]
22,Unrecognizable men in warm clothes walking with pack of dogs on snowy land,3,True,"{'id': 1043, 'name': 'Travel'}"
23,Small Business Pet Groomer Cutting Dog Hair With Scissors,3,True,[]
24,Man petting his dog while vet looking x-ray in background,4,True,[]
25,Dog portrait,3,True,[]
26,Girl in elf hat kisses golden doodle dog in santa hat in grass,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
27,Golden retriever puppy dog wrapped in decorative lights under the Christmas tree. ,3,True,"{'id': 1, 'name': 'Animals'}"
28,Woman holding dog,3,True,"{'id': 695, 'name': 'People'}"
29,Happy family with Vizsla dog laughing and playing at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
30,A maltipoo puppy on a boat ride enjoys the breeze,4,True,"{'id': 1, 'name': 'Animals'}"
31,Playful man with dog at beach on sunny day,4,True,"{'id': 643, 'name': 'Lifestyle'}"
32,Smiling senior man with piggy bank sitting by dog at backyard,4,True,"{'id': 643, 'name': 'Lifestyle'}"
33,Outdoor portrait of a Bernese dog.,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
34,Smiling woman looking at cute Pembroke welsh Corgi,4,True,"{'id': 643, 'name': 'Lifestyle'}"
35,Woman feeding dog at breakfast table,4,True,"{'id': 643, 'name': 'Lifestyle'}"
36,Young woman taking selfie with dog sitting in forest,4,True,"{'id': 643, 'name': 'Lifestyle'}"
37,Young woman with dog crossing road,3,True,"{'id': 695, 'name': 'People'}"
38,Woman holding dachshund puppy outdoor,3,True,"{'id': 695, 'name': 'People'}"
39,Dogs sitting on a picnic table at Deception Pass State Park,3,True,"{'id': 992, 'name': 'Measuring Instruments'}"
40,Dog lying on woman's lap at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
41,Generative AI illustration of portrait of cool dog with tongue out in black virtual reality glasses on blurred background at home,3,True,"{'id': 1, 'name': 'Animals'}"
42,Woman walking fluffy dog on snowy path through the woods,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
43,Mountain Biking,3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
44,"Portrait  labrador in a shirt, denim jacket and hat.",3,True,"{'id': 109, 'name': 'Other'}"
45,Woman practicing meditation at home with his dog,3,True,"{'id': 643, 'name': 'Lifestyle'}"
46,Happy couple on bed with dog,3,True,"{'id': 695, 'name': 'People'}"
47,German shepherd dog staring at apartment,4,True,"{'id': 643, 'name': 'Lifestyle'}"
48,Dog sitting on rock,3,True,[]
49,Happy baby boy feeding his pet Bernese Mountain Dog outside,3,True,"{'id': 695, 'name': 'People'}"
50,Border collie dog walking on coastline at beach,4,True,"{'id': 643, 'name': 'Lifestyle'}"
51,Elderly woman tenderly hugs her white Siberian husky puppy dog,3,True,"{'id': 695, 'name': 'People'}"
52,Portrait of mother snd son cuddling with cute dog puppy,4,True,[]
53,Woman stroking dog on boat at mountain Lake Ritsa,4,True,"{'id': 643, 'name': 'Lifestyle'}"
54,"Germany, Bergisches Land, man with running dogs in winter landscape",4,True,[]
55,Female hiker sitting on mountain with dog during sunny day,3,True,"{'id': 695, 'name': 'People'}"
56,Smiling woman petting her dog in living room,3,True,"{'id': 643, 'name': 'Lifestyle'}"
57,Senior woman sitting with dog at the poolside,4,True,[]
58,Corgi dog sleeps wearing a sleep mask on a white bed in the sun,3,True,"{'id': 96, 'name': 'Buildings and Architecture'}"
59,The puppy sits patiently waiting for a treat,3,True,"{'id': 109, 'name': 'Other'}"
60,Portrait of English Bulldog sticking out tongue at home,3,True,"{'id': 1, 'name': 'Animals'}"
61,Woman with dog under umbrella in city,3,True,"{'id': 695, 'name': 'People'}"
62,Man with dog and skateboard standing on street,4,True,"{'id': 643, 'name': 'Lifestyle'}"
63,Happy young couple sitting with dog in car trunk,4,True,"{'id': 643, 'name': 'Lifestyle'}"
64,Man with sausage looking at pet dog wearing party hat,4,True,"{'id': 643, 'name': 'Lifestyle'}"
65,Dog sitting on grass at hill,4,True,"{'id': 643, 'name': 'Lifestyle'}"
66,Woman with poop bag dispenser standing by pet dog on road,4,True,"{'id': 643, 'name': 'Lifestyle'}"
67,Multigenerational family and small dog eating pancakes for breakfast,3,True,"{'id': 289, 'name': 'Food'}"
68,Woman in red jacket walking dog,3,True,[]
69,Woman feeding dog rearing up on sofa at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
70,Beautiful dog in winter forest,3,True,"{'id': 1, 'name': 'Animals'}"
71,Boy playing with robot dog on veranda,3,True,"{'id': 643, 'name': 'Lifestyle'}"
72,Happy woman playing with dogs on lawn,3,True,"{'id': 1, 'name': 'Animals'}"
73,Italian Greyhound dog with wool sweater,3,True,"{'id': 1, 'name': 'Animals'}"
74,Woman sitting with dog on multi colored retaining wall by sea,3,True,[]
75,Close-up portrait of a man with his dog,3,True,"{'id': 643, 'name': 'Lifestyle'}"
76,Vector illustration of woman playing with dog,3,True,"{'id': 695, 'name': 'People'}"
77,retired couple sit with dog on rocks by ocean in rugged scotland,3,True,"{'id': 1013, 'name': 'Transport'}"
78,Man and woman trail running with dog in mountains at sunrise,3,True,"{'id': 695, 'name': 'People'}"
79,Dog skateboarding with man standing behind in park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
80,Wiener puppy laying in dog bed at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
81,Happy tween girl running with dog at beach in New Zealand,3,True,"{'id': 695, 'name': 'People'}"
82,Father dad with toddler girl and dog pet looking out of window at home,3,True,"{'id': 695, 'name': 'People'}"
83,cute small dog gets face washed with soap in shower bath,3,True,"{'id': 96, 'name': 'Buildings and Architecture'}"
84,Large Saint Bernard dog sleeping in hallway at home,3,True,"{'id': 1, 'name': 'Animals'}"
85,Smiling mother and daughter stroking dog on sofa at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
86,Sportswoman playing with purebred dogs on wet coast against sea,3,True,"{'id': 922, 'name': 'Sports'}"
87,Little terrier dog in a bed,3,True,"{'id': 1, 'name': 'Animals'}"
88,Happy woman wearing sweater petting dog,4,True,"{'id': 643, 'name': 'Lifestyle'}"
89,Side view of girl with dogs sitting on sofa at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
90,Happy couple sitting with solar panel and dog,4,True,"{'id': 643, 'name': 'Lifestyle'}"
91,"Portrait of happy boy carrying dog on field during sunny day, Poland",4,True,"{'id': 643, 'name': 'Lifestyle'}"
92,Couple with dog standing on grass in nature,4,True,"{'id': 643, 'name': 'Lifestyle'}"
93,Woman getting loved by cat and dog kisses,3,True,[]
94,Tourist walking in green forest with dog in fall,3,True,"{'id': 695, 'name': 'People'}"
95,Woman walking with dog at promenade on sunny day,4,True,"{'id': 643, 'name': 'Lifestyle'}"
96,Female in a dress posing with dogs with mountain views,3,True,"{'id': 992, 'name': 'Measuring Instruments'}"
97,"Portrait of a young woman embracing dog in the domestic garden, Munich, Bavaria, Germany",3,True,"{'id': 695, 'name': 'People'}"
98,Dad pulling a wagon with daughter and two pet dogs riding inside,3,True,[]
99,Woman with a little dog in her arms in a dog shelter ,4,True,"{'id': 775, 'name': 'Women'}"
0,"Mother and daughter working out at home doing exercises, yoga upward facing dog",3,True,[]
1,miniature terrier poodle dog on grass,3,True,[]
2,Man and dog walking towards camera in countryside,3,True,"{'id': 617, 'name': 'Summer'}"
3,Woman sitting in a chair with a laptop,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
4,Dog portrait,3,True,[]
5,Dogs with green Christmas wreath against white background,4,True,"{'id': 643, 'name': 'Lifestyle'}"
6,Dogs pulling sled on snowy landscape,3,True,[]
7,"Playful dog on his back; Dadswell's Bridge, Victoria, Australia",4,True,"{'id': 1, 'name': 'Animals'}"
8,Dog eating ,3,True,[]
9,"Mixed breed dog sitting in doorway of cabin in a patch of sun. ,Mixed breed dog sitting in doorway of cabin",3,True,[]
10,two dogs being caressed by the owner on the terrace ,3,True,"{'id': 867, 'name': 'Eye Care'}"
11,Male owner feeding dogs in apartment,3,True,"{'id': 1, 'name': 'Animals'}"
12,Woman hugging her dog with a wall and palm trees on background,3,True,"{'id': 633, 'name': 'Beaches'}"
13,Young couple in a camper van in nature during winter,3,True,[]
14,Man In A Mountains With A Dogs,3,True,[]
15,Beautiful Woman sitting on a bench in the park with her dogs,3,True,[]
16,Adorable black dog wearing reindeer horns,3,True,"{'id': 834, 'name': 'Christmas'}"
17,"The little dog is standing in the alley
",3,True,[]
18,Dog relax massage,3,True,[]
19,Golden dog under vines on farm,3,True,"{'id': 617, 'name': 'Summer'}"
20,Smiling young man sitting with dog in living room,4,True,"{'id': 643, 'name': 'Lifestyle'}"
21,"Silhouette of trees and dog in Black Forest, Baden-Wurttemberg, Germany",3,True,"{'id': 782, 'name': 'Plants and Flowers'}"
22,Boy wrapping dog with with toilet paper,4,True,[]
23,West Highland White Terrier sitting on rock in grass and white flowers,3,True,"{'id': 1, 'name': 'Animals'}"
24,Lovely little asian boy having fun with his dog outdoor in the l,3,True,[]
25,Cute girl holding soccer ball playing with dog at park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
26,"African American senior woman sitting on bed at home, playing with dog",4,True,"{'id': 135, 'name': 'Living rooms'}"
27,Woman and Dog Taking Nap at Winter Cottage,3,True,[]
28,dog on a chair,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
29,Big dogs walking on green grass.,3,True,[]
30,Dog In A Coworking Office With Modern Interior Design. ,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
31,Muzzle of dog made of cloth,3,True,"{'id': 444, 'name': 'Graphic Resources'}"
32,little girl decorating Christmas tree with dog,3,True,[]
33,Toddler boy stroking dog while sitting on pet bed at home,4,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
34,Portrait happy couple with dog in living room,4,True,"{'id': 1, 'name': 'Animals'}"
35,Dog stealing food from plate on table in outdoor home porch,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
36,Frosty Shepherd dog sit in the snow.,3,True,[]
37,Hunting dog carrying dead bird,4,True,[]
38,man and Dog inside car,3,True,[]
39,Dog in forest,3,True,[]
40,Dog playing with toy in the park,3,True,"{'id': 572, 'name': 'Fields'}"
41,"Brown Broholmer dog breed puppy sitting on the grass, Italy",4,True,"{'id': 1043, 'name': 'Travel'}"
42,Woman walking though town with her dog,3,True,[]
43,Caucasian boy sitting on floor with dog,4,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
44,Spotted Blue Heeler Mutt Dog at Waterfront Park Bike Path,3,True,"{'id': 109, 'name': 'Other'}"
45,Happy senior man playing with dog at beach on sunny day,4,True,"{'id': 643, 'name': 'Lifestyle'}"
46,Morning Dog,3,True,"{'id': 633, 'name': 'Beaches'}"
47,dog in wildflowers,3,True,"{'id': 1, 'name': 'Animals'}"
48,Funny dog walking between legs of woman,3,True,[]
49,Griffon dog annoys a cat,3,True,[]
50,Woman hands child a golden retriever puppy dog as a surprise present on Christmas morning,3,True,"{'id': 695, 'name': 'People'}"
51,Black woman with kid and dog walking in nature,3,True,"{'id': 643, 'name': 'Lifestyle'}"
52,Golden retriever dog meeting ginger kitten,3,True,[]
53,mature woman hugging and embracing her  dog,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
54,West Highland White Terrier outdoors on floatie in pool,3,True,"{'id': 1, 'name': 'Animals'}"
55,Kid painting on canvas with dog resting next to her,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
56,Women looking at man playing with dog at retirement home,4,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
57,"Portrait of a dog standing outside it's home; Whitefish, Montana, United States of Americaq",4,True,"{'id': 1, 'name': 'Animals'}"
58,Elderly couple with a dog playing on the beach,3,True,"{'id': 1043, 'name': 'Travel'}"
59,Cozy,3,True,[]
60,Friends in their garden petting their dogs,3,True,"{'id': 643, 'name': 'Lifestyle'}"
61,Portrait of dog standing on road,3,True,[]
62,Teen Girl Petting Large Mixed Breed Puppy Dog,3,True,[]
63,Cute Baby Boy With His Toys and pet dog,3,True,[]
64,Baby boy playing with a cute puppy with a stick outside in summer,3,True,"{'id': 695, 'name': 'People'}"
65,Freelancer and dog sitting on table in garden,4,True,"{'id': 643, 'name': 'Lifestyle'}"
66,Cute toy poodle puppy in a park,3,True,[]
67,minimal design of green and pink dog balloons on red,3,True,[]
68,Car lights light up man walking dog at night,3,True,[]
69,Man in a kilt waiting for his basenji dog pee,3,True,[]
70,Back view of a woman running with her dog at morning.,3,True,"{'id': 633, 'name': 'Beaches'}"
71,Weimaraner dog on sandy beach,3,True,"{'id': 1, 'name': 'Animals'}"
72,A girl in a wheelchair at home with two bald cats and a dog,3,True,[]
73,Woman playing with a dog,3,True,"{'id': 572, 'name': 'Fields'}"
74,Man playing with dog,3,True,"{'id': 633, 'name': 'Beaches'}"
75,dogs on the beach,3,True,"{'id': 1, 'name': 'Animals'}"
76,Сheerful woman playing with dog at home.,3,True,[]
77,"Two Belgian Malinois dogs enjoy Lake Ontario; Olcott, New York, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
78,Short hairstyle woman and her dog in colorful fall park,3,True,"{'id': 615, 'name': 'Fall'}"
79,Frenchie in dandelion field,3,True,"{'id': 572, 'name': 'Fields'}"
80,Young woman playing with dog on the beach,3,True,"{'id': 633, 'name': 'Beaches'}"
81,Dog lying on cushion indoor,3,True,"{'id': 1, 'name': 'Animals'}"
82,Boy and dog in backyard,3,True,[]
83,Woman petting dog,3,True,[]
84,Female in dress posing with dogs with mountain views,3,True,"{'id': 992, 'name': 'Measuring Instruments'}"
85,Senior man hugging dog on sunny day,4,True,"{'id': 643, 'name': 'Lifestyle'}"
86,Aged woman cooking near curious dog,3,True,[]
87,Couple with dogs,3,True,[]
88,Puppy and little girl at home,3,True,[]
89,Man and dog at viewpoint nature,3,True,[]
90,dog tongued out,4,True,"{'id': 419, 'name': 'Cake and Pastries'}"
91,Man with dog enjoying beach,3,True,"{'id': 596, 'name': 'Landscapes'}"
92,West Highland White Terrier puppy on green blanket,3,True,"{'id': 1, 'name': 'Animals'}"
93,Woman with dog at subway station with blurry train,3,True,[]
94,Dog resting his head on dining table,3,True,[]
95,Perro caring for sleeping baby,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
96,Relaxing dog at home.,3,True,[]
97,German shepherd with cat,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
98,Back view of young woman shooting landscape on camera near funny and friendly dog between meadow and blue sky,3,True,"{'id': 572, 'name': 'Fields'}"
99,9 week old golden retriever puppy dog on an examination table at veterinary office,3,True,"{'id': 1, 'name': 'Animals'}"
0,Dogs Eating In Nature ,3,True,[]
1,australian terrier sitting in dog bed,3,True,"{'id': 1, 'name': 'Animals'}"
2,A beautiful woman has fun with her dog in autumn,3,True,"{'id': 615, 'name': 'Fall'}"
3,Young woman giving obedience training to dog on footpath during sunny day,4,True,"{'id': 643, 'name': 'Lifestyle'}"
4,Side view of boy looking at dog while sitting on chair at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
5,Woman practicing meditation with Schnauzer dog on exercise mat at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
6,Young couple walking with their dog on the beach,4,True,"{'id': 643, 'name': 'Lifestyle'}"
7,"German Shetland dog retrieves a male Northern Bobwhite Quail (Colinus virginianus); Holland, Nebraska, United States of America",4,True,"{'id': 1, 'name': 'Animals'}"
8,Dog drinking water from a portable bottle for dogs,3,True,"{'id': 2, 'name': 'Accessories'}"
9,woman with dog,3,True,"{'id': 633, 'name': 'Beaches'}"
10,Siberian Husky dog looking away on snow covered field during winter,4,True,"{'id': 643, 'name': 'Lifestyle'}"
11,Crop woman with dog hiking in park,3,True,"{'id': 1, 'name': 'Animals'}"
12,Young couple walking on a sidewalk with their dog,4,True,"{'id': 643, 'name': 'Lifestyle'}"
13,Cute white dog with brown spot lying down on the street full of autumn tree leaves during sunset looking away,3,True,[]
14,Faceless kid invites dogs to try ice cream on walking.,3,True,[]
15,Black dog lying on bed,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
16,Dog standing in a rice field,3,True,"{'id': 572, 'name': 'Fields'}"
17,Muddy dog sitting outdoors,3,True,[]
18,A dog owner is riding a bike with her dog,3,True,[]
19,Wet greenlandic sled dog puppy,4,True,"{'id': 1, 'name': 'Animals'}"
20,Border collie dog running,3,True,"{'id': 572, 'name': 'Fields'}"
21,dog waiting to go out on a walk,3,True,"{'id': 1, 'name': 'Animals'}"
22,a woman in the winter foggy forest with dogs,3,True,[]
23,Female farmer petting dogs in silhouette with windmill,3,True,"{'id': 596, 'name': 'Landscapes'}"
24,Hiker with dog looking into cave,3,True,[]
25,Family with dog on sofa in living room at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
26,Farmer holding bunch of freshly picked carrots.,3,True,"{'id': 695, 'name': 'People'}"
27,Girl walking on the street with a dog,3,True,"{'id': 1, 'name': 'Animals'}"
28,Dog giving paw to girl in living room,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
29,Pet dog at home,3,True,[]
30,Pet and family,3,True,[]
31,Black dog lying on grassy meadow near bushes,3,True,"{'id': 1, 'name': 'Animals'}"
32,dogs on sofa,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
33,Disabled French walk,3,True,[]
34,Concerned young boy hugs his dog during a veterinarian visit at the clinic,3,True,"{'id': 1, 'name': 'Animals'}"
35,portrait of a white dog with closed eyes while walking in a shelter,3,True,"{'id': 618, 'name': 'Winter'}"
36,Man and a dog having fun,3,True,"{'id': 633, 'name': 'Beaches'}"
37,Dog Chewing Bully Stick,3,True,[]
38,A dog owner is riding a bike with her dog,3,True,[]
39,Hispanic woman hugging dog,4,True,[]
40,Classical portrait of a black dog with white chest,3,True,[]
41,girl patting puppy,3,True,"{'id': 1, 'name': 'Animals'}"
42,Butterfly sitting on wolf's nose,3,True,"{'id': 1, 'name': 'Animals'}"
43,Dog covered in blanket lying on carpet at home,3,True,"{'id': 643, 'name': 'Lifestyle'}"
44,Woman with her two big dogs,3,True,[]
45,Border Collie dogs sitting in front of backdrop,4,True,"{'id': 643, 'name': 'Lifestyle'}"
46,Dog by the fire,3,True,[]
47,Smiling woman running in canicross style with dogs,4,True,[]
48,African wild dogs playing together in Okavango Delta,3,True,[]
49,Happy black and white dog on table with vase of flowers,3,True,[]
50,Woman relaxing at home with her dog,3,True,"{'id': 643, 'name': 'Lifestyle'}"
51,Serious young man in casual clothes teaching Labrador Retriever some commands using food in living room,3,True,"{'id': 695, 'name': 'People'}"
52,"a girl and a red dog lie on the couch next to
",3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
53,Man and dog sitting on nature at sunset looking at the view,3,True,[]
54,Side view of silhouette of unrecognizable female sitting on hill with dog on background of sundown in Bardenas Reales,3,True,[]
55,portrait of a dog ready to play with its owner,3,True,[]
56,Dog and Kittens,3,True,[]
57,Woman walking her dog,3,True,"{'id': 572, 'name': 'Fields'}"
58,Asian woman playing with dog at home,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
59,Through glass view of purebred dog looking at camera against crop unrecognizable couple at restaurant table,3,True,[]
60,Classical portrait of a black dog with white chest,3,True,[]
61,"Tiny golden retriever puppy dog under the Christmas tree as a suprise present. He is surrounded by gifts, decoations and holiday lights. ",3,True,"{'id': 1, 'name': 'Animals'}"
62,Dalmatian dog with pink pet leash at park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
63,Couple having fun with their dog at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
64,Side view of dog jumping into lake against sky,3,True,"{'id': 629, 'name': 'Piers'}"
65,Girl showing ball to dog at backyard,4,True,"{'id': 643, 'name': 'Lifestyle'}"
66,Two dogs posing in Christmas hats,3,True,"{'id': 834, 'name': 'Christmas'}"
67,Man preparing a water bag for his dog,3,True,[]
68,Smiling male nurse looking at disabled senior woman on wheelchair giving handshake to dog in alley,4,True,[]
69,Toddler feeds her pet part of her snack,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
70,Portrait of smiling woman with dog,4,True,[]
71,Man with laptop petting dog in office,3,True,"{'id': 167, 'name': 'Business'}"
72,West Highland White Terrier laying on tan rug with toys,3,True,"{'id': 1, 'name': 'Animals'}"
73,Happy poodle smiling,3,True,[]
74,"Happy african american man watching american football match and supporting, with his pet dog at home",4,True,"{'id': 734, 'name': 'Men'}"
75,Portrait of senior woman with grey hair and her black poodle dog. They look alike. Generative AI. ,3,True,"{'id': 695, 'name': 'People'}"
76,dogs wearing easter bunny ears,3,True,[]
77,Clean dog shaking soap suds off of him during a bath,3,True,[]
78,Man using laptop with dog,3,True,[]
79,Woman walking her dog,3,True,"{'id': 572, 'name': 'Fields'}"
80,Sleepy Broholmer dog breed puppy laying on the ground,4,True,"{'id': 1043, 'name': 'Travel'}"
81,Tattoo studio staff with puppy dog,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
82,dog attacks another dog,3,True,[]
83,A cute dog is sleeping on the bed.,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
84,woman with braids playing with her dogs in the park,3,True,[]
85,Dog following owner at home,4,True,"{'id': 643, 'name': 'Lifestyle'}"
86,Greyhound with sunglasses and a wool hat,3,True,[]
87,Friends photographing dog on bridge in city,4,True,[]
88,"Treg Owings and his labs Bailey (chocolate) bird hunting at a sportsman's access area outside Moscow, Idaho on Christmas Day.     ",3,True,"{'id': 572, 'name': 'Fields'}"
89,UGC Cute dog wrapped in towel,3,True,[]
90,Robot dog series: real dog meets robot dog,3,True,[]
91,Young man playing with dogs in park,3,True,"{'id': 695, 'name': 'People'}"
92,West Highland White Terrier sitting in mulch,3,True,"{'id': 1, 'name': 'Animals'}"
93, people with a dog hand in hand at the beach,3,True,"{'id': 633, 'name': 'Beaches'}"
94,Springer spaniel running on lawn,4,True,"{'id': 1, 'name': 'Animals'}"
95,Portrait of young redhead woman with her dog. They look alike. Generative AI. ,3,True,"{'id': 695, 'name': 'People'}"
96,Cute cat on top of counter in kitchen and dog on the floor,3,True,[]
97,Woman holding three cute newborn maltipu puppies,3,True,[]
98,Close up of italian greyhound dog with ribbon and flower against black background,3,True,"{'id': 47, 'name': 'Dogs'}"
99,Woman with a dog in a dog shelter ,4,True,"{'id': 775, 'name': 'Women'}"
0,Dog resting on a couch,3,True,[]
1,Mixed race mother and son walking dog in suburban apartment complex,4,True,[]
2,"Two dogs on the beach in the dunes at Bodega Bay, California.",3,True,"{'id': 1, 'name': 'Animals'}"
3,dog in a winter coat,3,True,"{'id': 1, 'name': 'Animals'}"
4,"A dog running in the snow, Newry, Maine.",3,True,"{'id': 109, 'name': 'Other'}"
5,Cute dog lying on grass,4,True,"{'id': 643, 'name': 'Lifestyle'}"
6,Man enjoying dog walk with wiry pup.,3,True,[]
7,German shepherd with cat,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
8,Girl with a dog by the lake,3,True,"{'id': 633, 'name': 'Beaches'}"
9,Man hugging with brown Boxer dog,3,True,[]
10,Smiling man playing with dog while sitting on bed at home,4,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
11,Generative AI illustration of portrait of white and brown dog sitting against blurred forest while looking at camera in autumn day,3,True,"{'id': 1, 'name': 'Animals'}"
12,Unrecognizable woman's hand caressing the head of a dog with bandage on injuried leg,3,True,"{'id': 543, 'name': 'Beds, Chairs and Furniture'}"
13,Woman cuddling dog,3,True,[]
14,Cavoodle Cavapoo dog in Pet supply store,3,True,[]
15,Man in a kilt waiting for his basenji dog poop,3,True,[]
16,Asian lady stroking dog and using smartphone on sofa,3,True,[]
17,Girl with homeless dog sitting in high yellow grass,3,True,"{'id': 572, 'name': 'Fields'}"
18,Young woman walks his dog in nature in the evening,3,True,[]
19,Rear view of a hunter with his dog walking in the forest trail,4,True,"{'id': 734, 'name': 'Men'}"
20,手をつなぐ3世代家族と犬,3,True,"{'id': 643, 'name': 'Lifestyle'}"
21,Crop faceless owner training dog and showing treat,3,True,[]
22,Big nose dog,3,True,[]
23,Small pet dog waiting on front door step in golden evening light,3,True,"{'id': 1, 'name': 'Animals'}"
24,Happy couple holding beer bottles playing with dog while sitting in backyard,3,True,[]
25,Happy woman with pet dog leaning on steps,4,True,"{'id': 643, 'name': 'Lifestyle'}"
26,Playful young woman with pet dog in public park,4,True,"{'id': 643, 'name': 'Lifestyle'}"
27,Side view of crop anonymous male giving bone and feeding Great Dane dog while standing on street,3,True,[]
28,Woman wearing dog mask showing obscene gesture in car,3,True,"{'id': 643, 'name': 'Lifestyle'}"
29,"Multiethnic seniors drinking, socializing and watching TV together at home",3,True,[]
